s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
Time,"sortie niv -1 nord","sortie niv -2 nord","sortie niv -1 sud","sortie niv -2 sud","escalier 1.2","escalier 2.2","escalier 2.2","escalier 3.2","escalier 4.2","escalier 4.2","escalier 1.1","escalier 2.1","escalier 2.1","escalier 3.1","escalier 4.1","escalier 4.1"
 1.3865472E+002,-1.4043330E-001,-2.3707780E-002,-1.1864293E-001,-1.6685970E-002,-4.7337076E-002, 3.0965059E-001, 5.4192147E-002, 6.4489404E-002,-2.5177778E-001,-1.6913583E-001, 9.0792471E-001, 1.5843152E+000,-2.1962454E-001,-1.9196843E-001,-1.0326658E-001,-7.3265141E-001
 1.4043711E+002,-1.3827195E-001,-1.0615264E-002,-1.1942028E-001,-1.0381346E-002,-8.6764873E-002, 3.1596146E-001, 6.5279489E-002, 1.0443572E-001,-2.2284243E-001,-1.5041138E-001, 8.8940411E-001, 1.5637916E+000,-2.1202901E-001,-2.0635883E-001,-8.6598891E-002,-7.5145240E-001
 1.4220758E+002,-1.3441181E-001,-1.3160278E-002,-1.1724056E-001,-1.3489168E-002,-1.2376684E-001, 3.1290789E-001, 7.1548875E-002, 1.1500883E-001,-2.1738578E-001,-1.4529029E-001, 9.3849740E-001, 1.5970776E+000,-2.1904705E-001,-2.2527130E-001,-7.5953141E-002,-7.6526005E-001
 1.4404110E+002,-1.5439070E-001,-1.1313566E-002,-1.3175700E-001,-7.7299036E-003,-9.2288251E-002, 3.2692960E-001, 7.1397113E-002, 8.2950260E-002,-2.5806726E-001,-1.6565768E-001, 1.0200945E+000, 1.6556263E+000,-2.2898487E-001,-2.7628140E-001,-8.4979094E-002,-7.9844347E-001
 1.4582910E+002,-1.7448750E-001,-2.0012238E-002,-1.4899506E-001,-1.4734392E-002,-1.0880653E-001, 3.3342361E-001, 7.3425691E-002, 9.2292599E-002,-2.5739165E-001,-1.6202816E-001, 1.0607103E+000, 1.7077337E+000,-2.2691821E-001,-3.1006155E-001,-9.4320885E-002,-8.1921698E-001
 1.4762271E+002,-1.7568183E-001,-1.1532182E-002,-1.5302868E-001,-1.1051816E-002,-1.5592609E-001, 3.4162500E-001, 7.9132600E-002, 1.3311785E-001,-2.2561372E-001,-1.4052734E-001, 1.0210739E+000, 1.6988116E+000,-1.9766858E-001,-3.0285925E-001,-9.1203775E-002,-8.0531977E-001
 1.4942339E+002,-1.7330069E-001,-1.1186036E-002,-1.5105815E-001,-1.0096611E-002,-1.7786528E-001, 3.5295979E-001, 8.1287823E-002, 1.3907737E-001,-2.3001316E-001,-1.3876968E-001, 1.1159537E+000, 1.6585047E+000,-1.7997113E-001,-3.0338433E-001,-1.0451460E-001,-8.0926889E-001
 1.5122322E+002,-1.8455253E-001,-4.8896400E-003,-1.5861261E-001,-2.1628277E-003,-1.7003147E-001, 3.6688785E-001, 7.7262996E-002, 1.1983602E-001,-2.5917397E-001,-1.5094956E-001, 1.2539685E+000, 1.6226213E+000,-1.8874865E-001,-3.1585004E-001,-1.2945128E-001,-8.3063265E-001
 1.5302356E+002,-1.9086585E-001,-3.8901197E-003,-1.6552962E-001,-1.3423202E-003,-1.9422329E-001, 3.7345649E-001, 7.3040244E-002, 1.3442081E-001,-2.5449355E-001,-1.4554387E-001, 1.3660160E+000, 1.6440872E+000,-2.1282287E-001,-3.5049332E-001,-1.4067142E-001,-8.3646881E-001
 1.5480169E+002,-1.9910085E-001, 1.1544062E-002,-1.7386411E-001, 8.2239857E-003,-2.2713912E-001, 3.7829494E-001, 6.5739543E-002, 1.6280432E-001,-2.3011374E-001,-1.2754486E-001, 1.4487317E+000, 1.6658912E+000,-2.3179478E-001,-4.0080374E-001,-1.4114172E-001,-8.3239690E-001
 1.5660188E+002,-2.1050122E-001, 1.0013332E-002,-1.8264422E-001, 1.0938635E-002,-2.1727408E-001, 3.9652986E-001, 5.1940779E-002, 1.5386765E-001,-2.4780657E-001,-1.2999697E-001, 1.5943311E+000, 1.6341733E+000,-2.4466461E-001,-4.2968907E-001,-1.5237247E-001,-8.5832181E-001
 1.5845122E+002,-2.2558726E-001, 2.7540716E-002,-1.9500058E-001, 2.3186421E-002,-2.2262073E-001, 4.0531261E-001, 3.9488265E-002, 1.4663003E-001,-2.6217765E-001,-1.3070754E-001, 1.7534500E+000, 1.5629856E+000,-2.4438289E-001,-4.2018905E-001,-1.6174145E-001,-8.9576851E-001
 1.6020304E+002,-2.3972555E-001, 3.5802234E-002,-2.0926402E-001, 2.8991215E-002,-2.3464125E-001, 4.0368061E-001, 3.6247668E-002, 1.7004081E-001,-2.4185527E-001,-1.1467145E-001, 1.7847242E+000, 1.4995087E+000,-2.1875831E-001,-3.7354880E-001,-1.6297542E-001,-9.1569389E-001
 1.6203663E+002,-2.5893255E-001, 5.6423018E-002,-2.2518659E-001, 4.5351660E-002,-2.2026877E-001, 3.9841135E-001, 3.8061268E-002, 1.6580172E-001,-2.4413179E-001,-1.1224853E-001, 1.7681242E+000, 1.4689218E+000,-2.3701810E-001,-3.3062115E-001,-1.7717956E-001,-9.3828461E-001
 1.6385224E+002,-2.7625291E-001, 5.7317378E-002,-2.3903992E-001, 4.6496507E-002,-2.0244541E-001, 3.7658757E-001, 4.1099768E-002, 1.4078627E-001,-2.6398965E-001,-1.1990313E-001, 1.7705488E+000, 1.5241264E+000,-2.8203571E-001,-2.9306753E-001,-2.0451063E-001,-9.5859905E-001
 1.6561243E+002,-2.9069644E-001, 9.4511278E-002,-2.5327789E-001, 7.0365120E-002,-1.9737539E-001, 3.5613052E-001, 4.7809390E-002, 1.5261460E-001,-2.5108844E-001,-1.0668247E-001, 1.7679529E+000, 1.5126081E+000,-3.1061867E-001,-2.7471950E-001,-2.1943608E-001,-9.5201565E-001
 1.6742385E+002,-3.0013992E-001, 9.7698693E-002,-2.6371992E-001, 6.9451681E-002,-1.8420440E-001, 3.3565514E-001, 5.2267585E-002, 1.5752245E-001,-2.4282344E-001,-9.1191391E-002, 1.7015068E+000, 1.5014960E+000,-2.8870604E-001,-2.5261691E-001,-2.1612105E-001,-9.4113300E-001
 1.6921448E+002,-3.2278328E-001, 1.3003383E-001,-2.8140995E-001, 9.0812187E-002,-1.7049630E-001, 3.1951325E-001, 5.0188695E-002, 1.2893180E-001,-2.6929197E-001,-9.2085326E-002, 1.6556460E+000, 1.5281111E+000,-2.5440631E-001,-2.6815600E-001,-2.1821327E-001,-9.5004052E-001
 1.7104780E+002,-3.5436168E-001, 1.4027345E-001,-3.0953808E-001, 9.4270163E-002,-1.4690294E-001, 3.2698104E-001, 4.9083310E-002, 1.2925756E-001,-2.7009620E-001,-7.5459788E-002, 1.7473622E+000, 1.4948695E+000,-2.6210363E-001,-3.1893897E-001,-2.2331944E-001,-9.4536830E-001
 1.7283626E+002,-3.8591206E-001, 1.7164978E-001,-3.3873922E-001, 1.0809470E-001,-1.5785384E-001, 3.2737477E-001, 4.4498208E-002, 1.2556964E-001,-2.7506428E-001,-5.9433623E-002, 1.8680354E+000, 1.4986089E+000,-2.8513245E-001,-3.3714525E-001,-2.2674935E-001,-9.1175136E-001
 1.7464807E+002,-4.2064710E-001, 1.9062886E-001,-3.6911563E-001, 1.1441157E-001,-1.5497788E-001, 3.2884542E-001, 3.9770680E-002, 1.1235740E-001,-2.8245443E-001,-4.3726539E-002, 2.0196051E+000, 1.5267239E+000,-3.1654662E-001,-3.7296291E-001,-2.4951379E-001,-8.9676223E-001
 1.7643340E+002,-4.4716414E-001, 2.2639988E-001,-3.9187994E-001, 1.3317957E-001,-1.3173011E-001, 3.3005778E-001, 4.3080725E-002, 9.2749654E-002,-2.9767694E-001,-3.0865289E-002, 2.1292422E+000, 1.4815454E+000,-3.6083959E-001,-3.8848311E-001,-2.7102250E-001,-8.8243285E-001
 1.7824714E+002,-4.5981437E-001, 2.5849204E-001,-4.0481082E-001, 1.4961812E-001,-1.3656060E-001, 3.1528617E-001, 5.3490897E-002, 8.3563560E-002,-3.0531281E-001,-1.4331060E-002, 2.1414165E+000, 1.4686827E+000,-3.8549770E-001,-3.8040742E-001,-2.8962762E-001,-8.7371992E-001
 1.8002089E+002,-4.8108912E-001, 3.0024889E-001,-4.2402712E-001, 1.7181508E-001,-1.3924081E-001, 2.9408877E-001, 6.7191447E-002, 7.2306556E-002,-3.1151096E-001, 4.6560243E-004, 2.1083764E+000, 1.4664428E+000,-3.7918961E-001,-3.8718465E-001,-3.0286087E-001,-8.6579248E-001
 1.8180721E+002,-5.1573691E-001, 3.1943750E-001,-4.5450987E-001, 1.7891517E-001,-1.1610717E-001, 2.8114244E-001, 8.3762065E-002, 5.8527070E-002,-3.2328130E-001, 1.2256790E-002, 2.0270949E+000, 1.5593383E+000,-3.7010327E-001,-4.0938021E-001,-3.1803828E-001,-8.6515703E-001
 1.8363430E+002,-5.5691314E-001, 3.5408025E-001,-4.9209866E-001, 1.9519290E-001,-1.0226608E-001, 2.7353759E-001, 9.8256309E-002, 5.0924768E-002,-3.3173580E-001, 2.6807149E-002, 1.9986647E+000, 1.5688630E+000,-3.9478973E-001,-4.0701124E-001,-3.2863453E-001,-8.5286350E-001
 1.8542194E+002,-5.9858096E-001, 3.6905857E-001,-5.2984828E-001, 1.9793230E-001,-1.0834793E-001, 2.5205741E-001, 1.0508433E-001, 4.5388388E-002,-3.3271473E-001, 4.4115259E-002, 2.0164981E+000, 1.6680211E+000,-4.2467102E-001,-4.0873952E-001,-3.3825307E-001,-8.2728837E-001
 1.8722388E+002,-6.2306826E-001, 4.0263575E-001,-5.5275952E-001, 2.1824821E-001,-9.2849787E-002, 2.5730731E-001, 1.0616581E-001, 3.8444046E-002,-3.3864118E-001, 5.3996242E-002, 2.0058176E+000, 1.6225502E+000,-4.2555066E-001,-4.3555449E-001,-3.5846915E-001,-8.0226165E-001
 1.8901107E+002,-6.2888819E-001, 4.2749236E-001,-5.5996505E-001, 2.3309738E-001,-9.4407508E-002, 2.6102689E-001, 1.0123521E-001, 2.1374144E-002,-3.5189323E-001, 5.7821642E-002, 1.9498338E+000, 1.5285371E+000,-3.7249858E-001,-4.1467553E-001,-3.7256396E-001,-7.6914014E-001
 1.9083638E+002,-6.3552481E-001, 4.6438322E-001,-5.6892710E-001, 2.5351393E-001,-1.0695107E-001, 2.6367168E-001, 9.7492107E-002, 2.2416320E-002,-3.4866298E-001, 7.2135438E-002, 1.8480851E+000, 1.5661263E+000,-3.8315964E-001,-4.4111447E-001,-3.8798206E-001,-7.4718918E-001
 1.9260446E+002,-6.5577927E-001, 4.7793510E-001,-5.8941230E-001, 2.5536970E-001,-1.0938400E-001, 2.7523974E-001, 9.1725202E-002, 7.9251969E-003,-3.5891099E-001, 7.9964680E-002, 1.9201762E+000, 1.4798142E+000,-3.6789106E-001,-4.0392385E-001,-4.0297607E-001,-7.1994985E-001
 1.9444010E+002,-7.0160233E-001, 5.0629209E-001,-6.3124377E-001, 2.6594088E-001,-1.2079079E-001, 2.9207215E-001, 8.6453990E-002,-4.9879195E-003,-3.6258497E-001, 8.7486499E-002, 2.0074225E+000, 1.3875079E+000,-3.5279804E-001,-3.4526945E-001,-4.2464562E-001,-7.0408608E-001
 1.9623601E+002,-7.3986536E-001, 5.3073095E-001,-6.6927154E-001, 2.7332247E-001,-1.1181816E-001, 3.1395564E-001, 8.3712093E-002,-1.9850847E-003,-3.4769348E-001, 9.6559020E-002, 2.0454228E+000, 1.3801584E+000,-4.0863561E-001,-3.2373614E-001,-4.4518306E-001,-6.8828776E-001
 1.9804341E+002,-7.6317692E-001, 5.7109556E-001,-6.9397772E-001, 2.9362667E-001,-1.2408454E-001, 3.2162115E-001, 7.6395304E-002,-1.5490071E-002,-3.4381760E-001, 9.0807581E-002, 1.9701259E+000, 1.4592754E+000,-4.4473994E-001,-3.1641637E-001,-4.7153261E-001,-6.7754427E-001
 1.9984706E+002,-7.7576409E-001, 6.0620129E-001,-7.0793814E-001, 3.1137357E-001,-1.3196483E-001, 3.2666445E-001, 6.7683559E-002,-2.6299135E-002,-3.3322731E-001, 8.8441895E-002, 1.9247319E+000, 1.5285767E+000,-4.5646827E-001,-3.2281648E-001,-4.9135603E-001,-6.6530547E-001
 2.0160504E+002,-8.0342819E-001, 6.4963955E-001,-7.3581608E-001, 3.4018763E-001,-1.3832362E-001, 3.2443791E-001, 5.5872144E-002,-2.9889359E-002,-3.2742423E-001, 8.9165547E-002, 1.9988381E+000, 1.6295067E+000,-4.8799432E-001,-3.7540861E-001,-5.0165076E-001,-6.6390819E-001
 2.0340162E+002,-8.3823492E-001, 6.7170252E-001,-7.6936447E-001, 3.5353613E-001,-1.0203059E-001, 3.2538475E-001, 4.6859820E-002,-2.2897597E-002,-3.0855729E-001, 9.7808406E-002, 2.0094252E+000, 1.6417772E+000,-4.6531661E-001,-4.2532864E-001,-4.9621903E-001,-6.6483062E-001
 2.0520249E+002,-8.7093070E-001, 7.1126398E-001,-7.9942247E-001, 3.7718824E-001,-8.8319503E-002, 3.0193888E-001, 3.4911926E-002,-3.7621567E-002,-3.0357026E-001, 9.2843656E-002, 2.0662239E+000, 1.5357886E+000,-3.8713677E-001,-4.3522343E-001,-4.7760375E-001,-6.7435190E-001
 2.0704756E+002,-9.0823757E-001, 7.4114294E-001,-8.3328305E-001, 3.9664398E-001,-6.5524802E-002, 2.7260392E-001, 2.1713273E-002,-4.3405088E-002,-2.7924080E-001, 8.7232989E-002, 2.1401155E+000, 1.4627984E+000,-3.2217353E-001,-4.3565063E-001,-4.5515188E-001,-7.0399860E-001
 2.0880168E+002,-9.5294942E-001, 7.7406275E-001,-8.7008004E-001, 4.1866473E-001,-3.6590685E-002, 2.4103872E-001, 1.2649983E-002,-4.9333892E-002,-2.4216202E-001, 8.1847033E-002, 2.1012486E+000, 1.4585863E+000,-2.9542044E-001,-4.6296062E-001,-4.2326853E-001,-7.3293852E-001
 2.1063296E+002,-9.9233224E-001, 8.0435932E-001,-8.9969681E-001, 4.3755912E-001, 3.2707878E-003, 2.0255243E-001, 6.4578030E-003,-6.4132149E-002,-2.1441431E-001, 7.3806691E-002, 2.0881020E+000, 1.4675001E+000,-2.6293932E-001,-4.9345110E-001,-3.9223195E-001,-7.6335073E-001
 2.1244822E+002,-1.0233027E+000, 8.4109504E-001,-9.2056573E-001, 4.6248112E-001, 3.3094346E-002, 1.5375658E-001, 2.3984390E-003,-7.7453260E-002,-1.8871403E-001, 6.9722339E-002, 2.0137047E+000, 1.5840914E+000,-2.6131489E-001,-5.4152354E-001,-3.7376932E-001,-7.8843833E-001
 2.1424855E+002,-1.0528041E+000, 8.7381125E-001,-9.3852321E-001, 4.8805518E-001, 7.4369571E-002, 1.0958301E-001,-3.6250696E-003,-8.4103629E-002,-1.5883156E-001, 6.7955930E-002, 1.9870147E+000, 1.7661444E+000,-3.6144866E-001,-6.0861863E-001,-3.7406289E-001,-8.1361831E-001
 2.1600535E+002,-1.0850106E+000, 9.0625928E-001,-9.5794208E-001, 5.1376884E-001, 1.1516056E-001, 7.9581120E-002,-2.0834118E-002,-9.3757983E-002,-1.2832063E-001, 5.4840729E-002, 2.0436296E+000, 1.7894618E+000,-4.2392442E-001,-6.1196909E-001,-3.8599038E-001,-8.2738981E-001
 2.1783452E+002,-1.1115506E+000, 9.4056577E-001,-9.7175883E-001, 5.4195954E-001, 1.3607970E-001, 5.7675517E-002,-3.6031494E-002,-1.0068752E-001,-9.0540033E-002, 3.5891039E-002, 1.9663647E+000, 1.8165507E+000,-4.2986250E-001,-5.9363015E-001,-3.9411653E-001,-8.2119197E-001
 2.1962869E+002,-1.1346567E+000, 9.7050101E-001,-9.8155665E-001, 5.6651399E-001, 1.4628037E-001, 3.8061833E-002,-4.2400445E-002,-1.0794706E-001,-5.4756139E-002, 1.0637427E-002, 1.8638831E+000, 1.7680235E+000,-3.5385898E-001,-5.7218990E-001,-3.9365542E-001,-8.2255876E-001
 2.2144600E+002,-1.1691594E+000, 9.9576840E-001,-1.0030191E+000, 5.8881553E-001, 1.5203951E-001, 2.9654725E-002,-4.1568640E-002,-1.1185165E-001,-1.9497901E-002,-1.5249524E-002, 1.9291319E+000, 1.5811562E+000,-2.9180795E-001,-5.2329112E-001,-3.7687120E-001,-8.3077263E-001
 2.2324100E+002,-1.2256290E+000, 1.0098075E+000,-1.0463416E+000, 6.0053267E-001, 1.4736890E-001, 2.6520218E-002,-3.8405672E-002,-1.0858980E-001, 1.0222382E-002,-3.4326070E-002, 2.1096848E+000, 1.4477506E+000,-2.9122182E-001,-4.6688134E-001,-3.6478929E-001,-8.3745933E-001
 2.2501605E+002,-1.2701968E+000, 1.0229183E+000,-1.0837530E+000, 6.1021660E-001, 1.3968302E-001, 1.9323529E-002,-3.2591076E-002,-9.9302489E-002, 2.5793472E-002,-4.0588182E-002, 2.2329052E+000, 1.3277134E+000,-2.5182777E-001,-4.3201483E-001,-3.7132772E-001,-8.3955813E-001
 2.2682548E+002,-1.2840530E+000, 1.0578903E+000,-1.0982464E+000, 6.4075666E-001, 1.2021507E-001, 7.3834701E-003,-2.0547601E-002,-8.5211917E-002, 2.8785103E-002,-3.9747572E-002, 2.2636502E+000, 1.3600987E+000,-3.0294726E-001,-4.4289202E-001,-3.9117266E-001,-8.3249790E-001
 2.2862804E+002,-1.2788412E+000, 1.0885153E+000,-1.0980341E+000, 6.7128135E-001, 9.3250195E-002,-2.8110262E-005,-6.7848560E-003,-7.8969290E-002, 1.8225698E-002,-3.8462662E-002, 2.2409125E+000, 1.2820381E+000,-2.5062847E-001,-4.1111416E-001,-4.1563877E-001,-8.1876538E-001
 2.3040318E+002,-1.2929946E+000, 1.1168661E+000,-1.1159216E+000, 6.9801715E-001, 6.8377916E-002,-1.4525669E-002, 1.7331166E-002,-7.1165148E-002, 9.3079905E-003,-3.3654968E-002, 2.1679616E+000, 1.3313310E+000,-1.9701775E-001,-4.1281210E-001,-4.4371968E-001,-8.1693183E-001
 2.3222078E+002,-1.3420630E+000, 1.1280875E+000,-1.1643406E+000, 7.0951662E-001, 4.4028465E-002,-3.1251799E-002, 4.8918780E-002,-6.1397259E-002, 1.1202698E-002,-2.2120227E-002, 2.1952067E+000, 1.3796139E+000,-2.3061590E-001,-4.0768335E-001,-4.5923332E-001,-7.9616802E-001
 2.3400931E+002,-1.4073335E+000, 1.1418243E+000,-1.2268180E+000, 7.2217919E-001, 3.8312654E-002,-4.1408713E-002, 7.8742147E-002,-5.4335129E-002, 1.0492547E-002,-7.6532406E-003, 2.2122291E+000, 1.4150748E+000,-2.5327556E-001,-4.3204112E-001,-4.5978959E-001,-7.8693101E-001
 2.3583565E+002,-1.4326842E+000, 1.1690818E+000,-1.2553349E+000, 7.4887950E-001, 1.8535380E-002,-5.5622615E-002, 9.9388326E-002,-5.5233897E-002,-2.5886166E-004, 9.2007541E-003, 2.2218853E+000, 1.4331926E+000,-2.8434709E-001,-4.7369960E-001,-4.3463713E-001,-7.8303461E-001
 2.3762027E+002,-1.4308437E+000, 1.2047949E+000,-1.2584303E+000, 7.8501636E-001,-5.9082980E-003,-6.7196821E-002, 1.0965812E-001,-6.1706824E-002,-1.5996825E-002, 2.7230161E-002, 2.2196415E+000, 1.4341292E+000,-3.0566155E-001,-5.2389335E-001,-4.1333424E-001,-7.8587437E-001
 2.3940948E+002,-1.4606234E+000, 1.2327695E+000,-1.2880366E+000, 8.1182400E-001,-8.5408289E-003,-7.0449292E-002, 1.1543157E-001,-6.1209828E-002,-2.7313519E-002, 5.1710064E-002, 2.2587012E+000, 1.5236737E+000,-3.6547003E-001,-6.0642460E-001,-4.0444091E-001,-7.8487089E-001
 2.4120514E+002,-1.5119822E+000, 1.2576175E+000,-1.3325507E+000, 8.3380137E-001, 7.9199426E-003,-8.6114007E-002, 1.1458714E-001,-5.8970639E-002,-3.6698259E-002, 7.9103415E-002, 2.2820114E+000, 1.5988671E+000,-4.1374022E-001,-6.6743677E-001,-4.0513403E-001,-7.5750496E-001
 2.4301934E+002,-1.5373399E+000, 1.2877281E+000,-1.3518572E+000, 8.6090317E-001, 1.2526962E-002,-1.0244172E-001, 1.0846414E-001,-6.6856092E-002,-5.3843561E-002, 9.6123005E-002, 2.2584202E+000, 1.6102798E+000,-4.2695738E-001,-6.9930430E-001,-4.2650924E-001,-7.2000873E-001
 2.4482899E+002,-1.5665487E+000, 1.3190528E+000,-1.3751016E+000, 8.8905549E-001, 2.1308891E-002,-1.0504539E-001, 1.0526730E-001,-7.0759330E-002,-5.5763669E-002, 1.0834666E-001, 2.1177206E+000, 1.6918363E+000,-4.2283589E-001,-7.1761684E-001,-4.5718714E-001,-6.8002278E-001
 2.4661753E+002,-1.6170276E+000, 1.3501061E+000,-1.4148119E+000, 9.1544147E-001, 3.9739587E-002,-1.0494184E-001, 9.8704674E-002,-8.0509276E-002,-5.7291012E-002, 1.0994368E-001, 2.0982862E+000, 1.7252737E+000,-4.5779853E-001,-7.0688271E-001,-4.7604309E-001,-6.4563822E-001
 2.4841972E+002,-1.6572789E+000, 1.3782462E+000,-1.4481211E+000, 9.4242458E-001, 5.6366893E-002,-1.1095136E-001, 8.9984037E-002,-8.3421805E-002,-5.8193436E-002, 1.1288163E-001, 2.0284055E+000, 1.7529632E+000,-4.7090406E-001,-6.9919523E-001,-4.8756201E-001,-6.2676341E-001
 2.5023084E+002,-1.6869662E+000, 1.4180751E+000,-1.4753187E+000, 9.7969766E-001, 7.0756579E-002,-1.0406590E-001, 8.1174130E-002,-9.2345059E-002,-6.6545119E-002, 1.1636124E-001, 2.0644003E+000, 1.6302184E+000,-4.5479228E-001,-6.6123337E-001,-4.9765482E-001,-6.1598443E-001
 2.5200135E+002,-1.7086342E+000, 1.4588881E+000,-1.5015537E+000, 1.0196466E+000, 5.4540099E-002,-9.1254091E-002, 7.2753044E-002,-1.0012815E-001,-7.2675743E-002, 1.2212244E-001, 2.2449290E+000, 1.5058383E+000,-4.6268984E-001,-5.9997613E-001,-5.1042671E-001,-6.1380570E-001
 2.5382382E+002,-1.7534868E+000, 1.4820388E+000,-1.5560059E+000, 1.0452497E+000, 4.5367916E-002,-5.9089479E-002, 7.0741876E-002,-1.0447989E-001,-7.4844370E-002, 1.2791139E-001, 2.3488994E+000, 1.4062243E+000,-4.1514398E-001,-5.4219296E-001,-5.3262730E-001,-6.2921127E-001
 2.5563141E+002,-1.7979620E+000, 1.4964822E+000,-1.6167756E+000, 1.0628229E+000, 1.3915778E-002,-2.7524211E-002, 7.2514420E-002,-1.0991528E-001,-7.1474446E-002, 1.2840932E-001, 2.4634504E+000, 1.2461362E+000,-3.8142055E-001,-4.5935106E-001,-5.4316456E-001,-6.4696320E-001
 2.5740565E+002,-1.8227954E+000, 1.5195475E+000,-1.6602799E+000, 1.0889274E+000,-1.3486345E-002, 3.0483200E-004, 6.8185440E-002,-1.1247979E-001,-6.1319561E-002, 1.2453212E-001, 2.4895986E+000, 1.1811833E+000,-3.5641396E-001,-4.5296282E-001,-5.2652980E-001,-6.7821572E-001
 2.5923662E+002,-1.8196963E+000, 1.5468137E+000,-1.6786291E+000, 1.1198148E+000,-5.1710310E-002, 1.8523160E-002, 6.6752562E-002,-1.1297367E-001,-4.4772495E-002, 1.1850628E-001, 2.3872971E+000, 1.1817059E+000,-2.8074788E-001,-4.9816479E-001,-4.8594478E-001,-7.3699864E-001
 2.6102898E+002,-1.8422383E+000, 1.5710960E+000,-1.7171389E+000, 1.1467475E+000,-7.5430926E-002, 2.6270682E-002, 7.8196513E-002,-1.1452534E-001,-2.5889433E-002, 1.1176321E-001, 2.2046261E+000, 1.3033758E+000,-2.7771772E-001,-5.6799162E-001,-4.3600569E-001,-7.7845991E-001
 2.6281771E+002,-1.8854707E+000, 1.5999886E+000,-1.7790329E+000, 1.1741129E+000,-9.6233478E-002, 2.0451873E-002, 9.1884154E-002,-1.0608485E-001,-1.5456409E-003, 1.0332634E-001, 2.2844231E+000, 1.3717675E+000,-3.1819360E-001,-6.5506000E-001,-4.0358676E-001,-7.8685096E-001
 2.6461542E+002,-1.9061758E+000, 1.6422624E+000,-1.8252752E+000, 1.2128218E+000,-1.1974443E-001, 1.0146181E-002, 9.9130850E-002,-1.0001931E-001, 1.6044585E-002, 8.5450518E-002, 2.4346550E+000, 1.4213057E+000,-3.2285857E-001,-7.5057614E-001,-3.9364061E-001,-7.9180239E-001
 2.6642879E+002,-1.9240204E+000, 1.6842991E+000,-1.8777561E+000, 1.2511039E+000,-1.3804878E-001, 2.4750436E-002, 9.6552219E-002,-8.4543956E-002, 4.1116810E-002, 7.1978940E-002, 2.4647495E+000, 1.4419040E+000,-3.6502894E-001,-8.0049442E-001,-3.9047566E-001,-7.8517464E-001
 2.6820547E+002,-1.9303955E+000, 1.7191418E+000,-1.9243359E+000, 1.2813151E+000,-1.7938364E-001, 5.6416867E-002, 8.2137416E-002,-7.5571964E-002, 6.1144663E-002, 5.4239767E-002, 2.4800246E+000, 1.3944214E+000,-3.7791183E-001,-8.0621666E-001,-4.0162086E-001,-7.7413088E-001
 2.7000539E+002,-1.9609467E+000, 1.7421545E+000,-1.9815708E+000, 1.2985620E+000,-2.1089181E-001, 8.6816217E-002, 6.4928166E-002,-6.5867163E-002, 8.6295672E-002, 3.5800692E-002, 2.5437421E+000, 1.2822509E+000,-3.1325137E-001,-7.8923661E-001,-4.2138957E-001,-7.6552914E-001
 2.7182260E+002,-1.9877210E+000, 1.7714594E+000,-2.0167520E+000, 1.3205357E+000,-2.3479353E-001, 1.1312669E-001, 4.7159188E-002,-4.9894263E-002, 1.1203237E-001, 2.6363888E-002, 2.5741655E+000, 1.1679426E+000,-2.8767257E-001,-7.8778482E-001,-4.3990937E-001,-7.6779785E-001
 2.7360694E+002,-1.9928503E+000, 1.8073165E+000,-2.0314094E+000, 1.3474834E+000,-2.7329378E-001, 1.3886030E-001, 2.4887290E-002,-4.4044744E-002, 1.1635743E-001, 2.6894601E-002, 2.5934030E+000, 1.1130761E+000,-2.9994229E-001,-7.4947865E-001,-4.6557686E-001,-7.8649914E-001
 2.7543868E+002,-2.0361710E+000, 1.8393144E+000,-2.0892910E+000, 1.3693505E+000,-2.9606996E-001, 1.6453158E-001, 1.0981218E-003,-3.6035830E-002, 1.1630724E-001, 3.9674846E-002, 2.5547411E+000, 1.2509689E+000,-3.3514429E-001,-7.5428176E-001,-4.9385462E-001,-8.0467677E-001
 2.7720525E+002,-2.0850695E+000, 1.8784462E+000,-2.1419332E+000, 1.3994357E+000,-3.0037578E-001, 1.9513606E-001,-2.7779103E-002,-1.6710311E-002, 1.1931328E-001, 5.8058539E-002, 2.4930596E+000, 1.4528989E+000,-4.1524511E-001,-8.1384930E-001,-5.0220704E-001,-8.0300433E-001
 2.7902151E+002,-2.1175723E+000, 1.9195317E+000,-2.1701146E+000, 1.4357443E+000,-3.1603494E-001, 2.1042979E-001,-6.6172793E-002,-4.4115971E-003, 1.0117451E-001, 6.3156023E-002, 2.6585374E+000, 1.5156194E+000,-4.8330578E-001,-8.7907712E-001,-4.9889042E-001,-8.2420883E-001
 2.8080014E+002,-2.1621339E+000, 1.9534616E+000,-2.2122809E+000, 1.4654683E+000,-3.1229452E-001, 2.2991299E-001,-9.5634836E-002, 2.3444660E-002, 9.7085243E-002, 7.5081798E-002, 2.6324229E+000, 1.4768269E+000,-5.2073047E-001,-9.1585506E-001,-4.7589448E-001,-8.1416963E-001
 2.8262410E+002,-2.1789378E+000, 1.9809201E+000,-2.2329607E+000, 1.4885697E+000,-3.2650332E-001, 2.3229186E-001,-1.1291582E-001, 4.2165543E-002, 8.1711369E-002, 7.6744158E-002, 2.5841455E+000, 1.4583138E+000,-5.4813014E-001,-9.3653794E-001,-4.7761040E-001,-7.7236101E-001
