s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
Time,"sortie niv -1 nord","sortie niv -2 nord","sortie niv -1 sud","sortie niv -2 sud","escalier 1.2","escalier 2.2","escalier 2.2","escalier 3.2","escalier 4.2","escalier 4.2","escalier 1.1","escalier 2.1","escalier 2.1","escalier 3.1","escalier 4.1","escalier 4.1"
 4.3020213E+002,-5.2566888E+000, 4.4745576E+000,-4.6623293E+000, 3.5409736E+000, 1.2454502E-001,-5.7423872E-002, 2.1469365E-001,-2.7973436E-002,-5.7503978E-002,-1.8351736E-001, 5.9663502E+000, 1.3326283E+000,-8.1581606E-001,-3.7377157E+000,-8.7458394E-001,-6.8013988E-001
 4.3200321E+002,-5.3569019E+000, 4.4729949E+000,-4.7014751E+000, 3.5550943E+000, 9.5304861E-002, 1.1830110E-003, 2.0293458E-001,-5.4196882E-002,-2.9415131E-002,-1.8975244E-001, 6.3249481E+000, 1.3366004E+000,-9.7175123E-001,-3.8312855E+000,-8.7920902E-001,-6.9834922E-001
 4.3380296E+002,-5.3678936E+000, 4.5129749E+000,-4.6942211E+000, 3.5885043E+000, 3.9199136E-002, 9.0799672E-002, 1.4087209E-001,-7.5287028E-002,-1.1697937E-002,-1.9809410E-001, 6.6423485E+000, 1.1374531E+000,-9.8366384E-001,-3.8960741E+000,-9.2475010E-001,-6.8252570E-001
 4.3560705E+002,-5.3787109E+000, 4.5580155E+000,-4.7096680E+000, 3.6175815E+000, 2.2285538E-002, 1.8253938E-001, 7.7869653E-002,-8.6657390E-002, 9.5458020E-003,-2.0312343E-001, 6.6976877E+000, 8.3941246E-001,-8.3704059E-001,-3.9233830E+000,-9.4852861E-001,-7.0863606E-001
 4.3741263E+002,-5.3818465E+000, 4.5864123E+000,-4.7241932E+000, 3.6179699E+000, 4.9632677E-002, 2.0693934E-001, 3.8781521E-002,-1.0470832E-001, 2.1959256E-002,-2.1293089E-001, 6.6142252E+000, 7.3498186E-001,-7.4619823E-001,-3.9443652E+000,-9.4896344E-001,-7.4668130E-001
 4.3920984E+002,-5.4003495E+000, 4.6132185E+000,-4.7653842E+000, 3.6077136E+000, 8.5504360E-002, 1.8604568E-001, 4.0618575E-002,-1.1145122E-001, 3.2000893E-002,-2.2047666E-001, 6.7888861E+000, 7.2834447E-001,-8.8505014E-001,-3.8338847E+000,-1.0005155E+000,-7.7099065E-001
 4.4101530E+002,-5.4035388E+000, 4.6366838E+000,-4.7563204E+000, 3.6047087E+000, 7.0885966E-002, 1.8947769E-001, 5.8796216E-002,-1.0966416E-001, 2.9819864E-002,-2.3034722E-001, 6.4182305E+000, 8.8551423E-001,-9.7113247E-001,-3.7332716E+000,-1.0562158E+000,-7.7076199E-001
 4.4280904E+002,-5.3851879E+000, 4.6636719E+000,-4.7219284E+000, 3.6098193E+000, 2.5661944E-002, 2.1557975E-001, 6.3624254E-002,-1.0001695E-001, 2.5255171E-002,-2.3696053E-001, 5.9390108E+000, 9.9541745E-001,-9.4640955E-001,-3.7260206E+000,-1.0914353E+000,-7.4215933E-001
 4.4460673E+002,-5.4089014E+000, 4.6787955E+000,-4.7274333E+000, 3.5954032E+000,-1.2278939E-002, 2.8856592E-001, 1.0609286E-002,-6.7697601E-002, 2.7001256E-002,-2.3797210E-001, 6.2946708E+000, 5.9913321E-001,-7.4594391E-001,-3.7496098E+000,-1.0962760E+000,-7.4036244E-001
 4.4641351E+002,-5.4735964E+000, 4.6935697E+000,-4.7262080E+000, 3.6065999E+000, 2.6011119E-003, 2.6903314E-001,-6.0775056E-003,-5.2109769E-002, 1.9703319E-002,-2.4274823E-001, 6.7971915E+000, 6.7122994E-001,-7.9648795E-001,-3.8393532E+000,-1.0294380E+000,-8.4836821E-001
 4.4821355E+002,-5.5659644E+000, 4.6907319E+000,-4.7276061E+000, 3.6320604E+000, 7.2911703E-002, 1.6863931E-001, 3.1351491E-002,-4.3386243E-002, 1.3030256E-002,-2.4422541E-001, 6.5061381E+000, 7.4472221E-001,-6.3641588E-001,-3.8347162E+000,-9.2343317E-001,-9.9341217E-001
 4.5000258E+002,-5.5826787E+000, 4.6936164E+000,-4.7183237E+000, 3.6795591E+000, 1.9459099E-001, 5.3742506E-002, 4.9607163E-002,-3.8587039E-002,-4.3682840E-003,-2.5285201E-001, 6.3124094E+000, 6.3985502E-001,-4.5449169E-001,-3.8437580E+000,-8.7117783E-001,-1.0439824E+000
 4.5180012E+002,-5.5926592E+000, 4.6854294E+000,-4.7386360E+000, 3.6974048E+000, 2.9632190E-001,-4.3705785E-002, 5.3758108E-002,-3.0511258E-002,-1.4721462E-002,-2.5750943E-001, 6.2058255E+000, 5.8843406E-001,-3.6664494E-001,-3.8998986E+000,-8.9214081E-001,-9.9643202E-001
 4.5361601E+002,-5.5720244E+000, 4.7032072E+000,-4.7547599E+000, 3.7018057E+000, 3.7363417E-001,-9.0429133E-002, 4.5662065E-002,-2.3159646E-002,-3.1623241E-002,-2.5988799E-001, 6.7178923E+000, 3.7400125E-001,-3.9614807E-001,-3.9249099E+000,-9.5918457E-001,-9.1682525E-001
 4.5542033E+002,-5.5576091E+000, 4.7201399E+000,-4.7504057E+000, 3.6920807E+000, 4.2560641E-001,-1.0935215E-001, 2.1653699E-002,-2.5310957E-002,-6.0970959E-002,-2.5776795E-001, 6.8343316E+000, 6.0656287E-002,-4.9803906E-001,-3.8234606E+000,-1.0053759E+000,-8.3677802E-001
 4.5721543E+002,-5.5536023E+000, 4.7363899E+000,-4.7567731E+000, 3.6605907E+000, 4.8985381E-001,-1.1586447E-001, 1.2499348E-003,-3.9345147E-002,-8.5073929E-002,-2.5053915E-001, 6.3867137E+000, 2.1744356E-001,-4.7508446E-001,-3.6739126E+000,-1.0293929E+000,-8.1206274E-001
 4.5901049E+002,-5.5798179E+000, 4.7560670E+000,-4.7906160E+000, 3.6302654E+000, 5.0920455E-001,-8.1366293E-002,-7.1018583E-003,-3.8020831E-002,-9.9826569E-002,-2.4102054E-001, 6.6114889E+000, 2.3029302E-001,-5.1968940E-001,-3.6228779E+000,-1.0615361E+000,-8.2677076E-001
 4.6080967E+002,-5.5719296E+000, 4.7871761E+000,-4.8203407E+000, 3.6234963E+000, 4.0409040E-001,-2.8648610E-002, 3.9398703E-004,-4.5793815E-002,-1.1758471E-001,-2.4304178E-001, 6.8625311E+000, 1.3066110E-001,-4.7204515E-001,-3.5931129E+000,-1.0729113E+000,-8.8407020E-001
 4.6262249E+002,-5.6241192E+000, 4.8169501E+000,-4.8600039E+000, 3.6256467E+000, 3.3900608E-001, 2.7605788E-002, 2.3269629E-002,-4.2922835E-002,-1.1526143E-001,-2.4185199E-001, 7.0086814E+000, 2.2923898E-001,-4.9632743E-001,-3.5978717E+000,-1.0650003E+000,-9.4488167E-001
 4.6440774E+002,-5.6636087E+000, 4.8287871E+000,-4.8860636E+000, 3.6405805E+000, 2.3868586E-001, 9.5487284E-002, 4.3153174E-002,-2.5626393E-002,-1.0748087E-001,-2.4227982E-001, 6.8246807E+000, 6.4066507E-001,-6.5810508E-001,-3.7002143E+000,-1.0289887E+000,-9.7721344E-001
 4.6622181E+002,-5.7302332E+000, 4.8346467E+000,-4.9540751E+000, 3.6640027E+000, 1.6495596E-001, 1.3148951E-001, 4.7539927E-002,-2.3467923E-003,-9.5033694E-002,-2.4141635E-001, 6.9593931E+000, 6.8085537E-001,-7.1767848E-001,-3.7786276E+000,-9.8307548E-001,-9.7919371E-001
 4.6800933E+002,-5.7676618E+000, 4.8994669E+000,-4.9586398E+000, 3.7234061E+000, 1.4511202E-001, 1.3302249E-001, 2.9552559E-002, 2.9487340E-002,-7.1231446E-002,-2.3370180E-001, 7.0247711E+000, 4.5434034E-001,-6.5283994E-001,-3.8866139E+000,-9.5428771E-001,-9.7478065E-001
 4.6980191E+002,-5.7899367E+000, 4.9519051E+000,-4.9545061E+000, 3.7578610E+000, 2.0788038E-001, 5.0078632E-002,-3.6150328E-003, 2.0110196E-002,-6.3045701E-002,-2.3369335E-001, 6.7964347E+000, 8.1743199E-001,-7.2661781E-001,-3.9374202E+000,-9.9784800E-001,-9.7091431E-001
 4.7160296E+002,-5.8261078E+000, 5.0029274E+000,-4.9951045E+000, 3.7959437E+000, 3.0036133E-001,-1.1453765E-003,-3.3505744E-002, 2.0840092E-002,-4.8888561E-002,-2.2626185E-001, 6.8086476E+000, 9.4588684E-001,-1.0403827E+000,-3.8360438E+000,-1.0765280E+000,-9.3621190E-001
 4.7340228E+002,-5.8824544E+000, 5.0038896E+000,-5.0647619E+000, 3.8159383E+000, 3.4675331E-001,-5.5566764E-002,-5.6861378E-002, 2.4090470E-002,-2.9303082E-002,-2.1123616E-001, 6.8900111E+000, 9.6757467E-001,-9.7588759E-001,-3.7485492E+000,-1.1826884E+000,-8.8492255E-001
 4.7520579E+002,-5.8568032E+000, 5.0229309E+000,-5.1119971E+000, 3.8526995E+000, 3.4109266E-001,-5.7382554E-002,-7.2058559E-002, 1.4511818E-002,-2.3983653E-002,-2.0123698E-001, 6.8195255E+000, 8.1421794E-001,-7.6949666E-001,-3.7685712E+000,-1.1898867E+000,-8.5092287E-001
 4.7700852E+002,-5.8512337E+000, 5.0523246E+000,-5.1147095E+000, 3.8829106E+000, 3.0428875E-001,-3.9916169E-002,-7.6029718E-002, 1.9218238E-002,-1.3813785E-003,-1.8134501E-001, 6.8556143E+000, 7.1417859E-001,-6.7670264E-001,-3.8249087E+000,-1.0763215E+000,-9.3532618E-001
 4.7881432E+002,-5.8870580E+000, 5.0624300E+000,-5.1702891E+000, 3.9237957E+000, 2.4508140E-001,-1.6077140E-002,-7.4542893E-002, 2.2119068E-003, 4.7479794E-003,-1.7416653E-001, 6.8355429E+000, 8.2221397E-001,-7.8199915E-001,-3.9082906E+000,-9.9494351E-001,-9.7988764E-001
 4.8060161E+002,-5.8954061E+000, 5.0654950E+000,-5.2074592E+000, 3.9798347E+000, 1.9002981E-001, 1.6524496E-002,-8.3493980E-002, 4.6169416E-003, 3.2515969E-002,-1.5848077E-001, 6.9744782E+000, 7.4860933E-001,-9.5427805E-001,-3.9267661E+000,-9.3311967E-001,-1.0475696E+000
 4.8240712E+002,-5.9897918E+000, 5.0448721E+000,-5.2341159E+000, 4.0233799E+000, 1.8915842E-001, 1.7189793E-002,-9.9972250E-002,-3.2685871E-003, 4.7792788E-002,-1.5143969E-001, 7.1228255E+000, 7.9787287E-001,-1.0999651E+000,-3.9009421E+000,-9.0306970E-001,-1.0730817E+000
 4.8420442E+002,-6.0688288E+000, 5.0496052E+000,-5.1907390E+000, 4.0767058E+000, 1.6337987E-001, 3.2673303E-002,-1.1844616E-001,-2.4989847E-003, 6.7299287E-002,-1.4615060E-001, 7.1157954E+000, 8.0367186E-001,-9.5959912E-001,-3.9411314E+000,-9.0121798E-001,-1.0872574E+000
 4.8601704E+002,-6.1157350E+000, 5.0548881E+000,-5.1518906E+000, 4.1047509E+000, 1.4601091E-001, 4.8915457E-002,-1.2468411E-001,-2.9936843E-003, 7.8670769E-002,-1.4584669E-001, 6.9547025E+000, 7.3288101E-001,-6.8211771E-001,-4.0025717E+000,-9.4345970E-001,-1.0869836E+000
 4.8780522E+002,-6.2646170E+000, 5.0767568E+000,-5.1486089E+000, 4.0900383E+000, 1.4847498E-001, 4.7871820E-002,-1.1426515E-001, 5.7730650E-003, 9.1795932E-002,-1.3952413E-001, 7.0211553E+000, 7.3095341E-001,-6.2761442E-001,-4.0426796E+000,-9.6365151E-001,-1.0878188E+000
 4.8962480E+002,-6.2478353E+000, 5.1755013E+000,-5.0613958E+000, 4.1101115E+000, 1.7460954E-001,-5.2629038E-003,-1.1725773E-001, 6.5701075E-004, 7.9145144E-002,-1.4051294E-001, 7.1892956E+000, 6.2538821E-001,-7.0577980E-001,-4.0436184E+000,-9.2669185E-001,-1.1268501E+000
 4.9142343E+002,-6.3583818E+000, 5.2127631E+000,-5.1795442E+000, 4.0739321E+000, 2.8433397E-001,-1.2077744E-001,-9.1168306E-002,-6.7063707E-003, 6.1199051E-002,-1.3440159E-001, 7.3623712E+000, 7.8611248E-001,-7.6689477E-001,-4.1083292E+000,-8.8173107E-001,-1.1586321E+000
 4.9320356E+002,-6.3720965E+000, 5.2812962E+000,-5.2528009E+000, 4.0792111E+000, 3.4372589E-001,-1.7592905E-001,-5.4015087E-002,-5.8814876E-003, 4.3411571E-002,-1.2541303E-001, 7.6147315E+000, 5.7819799E-001,-7.2802679E-001,-4.2299915E+000,-9.0371128E-001,-1.1023392E+000
 4.9501737E+002,-6.2739840E+000, 5.3419964E+000,-5.2438762E+000, 4.1104532E+000, 3.2066190E-001,-1.8701006E-001,-1.6682588E-002,-2.8237967E-002, 9.3791237E-003,-1.2078931E-001, 7.0553566E+000, 7.1549285E-001,-8.2751121E-001,-4.1698188E+000,-9.4447808E-001,-1.0811309E+000
 4.9680352E+002,-6.3533675E+000, 5.3401979E+000,-5.3522546E+000, 4.1096588E+000, 3.1346516E-001,-1.6807668E-001, 2.6892151E-002,-3.9757473E-002,-2.4937366E-002,-1.0185776E-001, 6.9799563E+000, 7.0675941E-001,-8.1821647E-001,-3.9773476E+000,-9.3847089E-001,-1.1062960E+000
 4.9860516E+002,-6.3040007E+000, 5.3255042E+000,-5.4162283E+000, 4.1127360E+000, 2.6198980E-001,-1.1774039E-001, 3.5283621E-002,-4.4069545E-002,-7.5156778E-002,-8.6288130E-002, 7.4520430E+000, 5.5499680E-001,-6.5076441E-001,-4.0069966E+000,-9.4278075E-001,-1.1548744E+000
 5.0041311E+002,-6.2947730E+000, 5.3637885E+000,-5.4642072E+000, 4.1415821E+000, 3.1629752E-001,-8.8173487E-002, 2.5655523E-002,-4.4396354E-002,-1.1318428E-001,-6.2048507E-002, 7.4682080E+000, 7.2005690E-001,-7.2898569E-001,-4.0440008E+000,-9.3576807E-001,-1.1465664E+000
 5.0220500E+002,-6.1696527E+000, 5.4174787E+000,-5.3925082E+000, 4.1988720E+000, 3.0268605E-001,-5.4002745E-002,-1.3826071E-002,-5.6097450E-002,-1.7059601E-001,-6.3289278E-002, 7.5177088E+000, 6.5221812E-001,-8.1605548E-001,-4.0530905E+000,-9.0734646E-001,-1.1559704E+000
 5.0401692E+002,-6.3712919E+000, 5.3909072E+000,-5.5497580E+000, 4.1785701E+000, 3.3790298E-001,-1.8376950E-002,-1.4626385E-002,-3.3309885E-002,-1.8788297E-001,-5.5827646E-002, 7.7902525E+000, 6.9696842E-001,-7.1604834E-001,-4.1085991E+000,-8.3115997E-001,-1.1899833E+000
 5.0580189E+002,-6.4024920E+000, 5.4155110E+000,-5.5007541E+000, 4.2120761E+000, 3.0670570E-001, 3.6614838E-002,-2.5206866E-002,-1.5982446E-002,-2.0872215E-001,-6.9444019E-002, 7.8634543E+000, 4.6198794E-001,-5.6175318E-001,-4.1714443E+000,-7.9272731E-001,-1.2362488E+000
 5.0762221E+002,-6.4239746E+000, 5.4191327E+000,-5.4735926E+000, 4.2487732E+000, 1.9591207E-001, 1.2102915E-001,-2.2555480E-002, 1.4749886E-002,-2.2493345E-001,-9.3684203E-002, 7.6872230E+000, 2.7574960E-001,-5.4071353E-001,-4.1775045E+000,-8.0187955E-001,-1.2311997E+000
 5.0941217E+002,-6.5143862E+000, 5.4167479E+000,-5.4976975E+000, 4.2679896E+000, 1.2638172E-001, 1.6102095E-001,-6.4107139E-003, 4.7187476E-002,-2.1753612E-001,-1.0884692E-001, 7.3628989E+000, 5.2110081E-001,-7.5296602E-001,-4.2418873E+000,-8.2829141E-001,-1.1918522E+000
 5.1120179E+002,-6.5271991E+000, 5.4465103E+000,-5.5012055E+000, 4.3017745E+000, 1.0064221E-001, 1.8659611E-001,-3.9802338E-003, 5.6869880E-002,-2.0664001E-001,-1.2921929E-001, 7.8884960E+000, 3.8973710E-001,-7.8497111E-001,-4.3293686E+000,-8.6973941E-001,-1.1684124E+000
 5.1300919E+002,-6.5538554E+000, 5.4268977E+000,-5.5004001E+000, 4.3100972E+000, 9.0020984E-002, 1.8860351E-001, 1.0556585E-002, 4.7084095E-002,-1.9381633E-001,-1.4464111E-001, 7.9604625E+000, 4.1870789E-001,-7.1464632E-001,-4.3128382E+000,-9.1371822E-001,-1.1585388E+000
 5.1481580E+002,-6.5297651E+000, 5.4224761E+000,-5.4844546E+000, 4.3495439E+000, 1.4379883E-001, 1.3365355E-001, 1.1211544E-002, 2.6110541E-002,-1.8100020E-001,-1.5259633E-001, 7.9139848E+000, 3.1733943E-001,-7.1067296E-001,-4.2901382E+000,-9.3088887E-001,-1.1393300E+000
 5.1660983E+002,-6.5630673E+000, 5.4489321E+000,-5.5560657E+000, 4.3654101E+000, 2.4823071E-001, 4.2464525E-002, 1.2808144E-002, 2.5962287E-003,-1.5972974E-001,-1.5068961E-001, 7.9680541E+000, 1.8553286E-001,-7.0971413E-001,-4.2794484E+000,-8.8460910E-001,-1.1198221E+000
 5.1842378E+002,-6.5582125E+000, 5.4926732E+000,-5.6090855E+000, 4.3339772E+000, 3.4784445E-001,-3.3002054E-002, 1.1392653E-002,-1.8772919E-002,-1.3972961E-001,-1.4504392E-001, 8.0184884E+000, 3.9453070E-002,-8.0216997E-001,-4.3005521E+000,-7.8487891E-001,-1.0849066E+000
 5.2021379E+002,-6.5111626E+000, 5.5717877E+000,-5.5938340E+000, 4.3314976E+000, 3.7906336E-001,-7.5902953E-002,-5.2414864E-004,-4.5660042E-002,-1.3529414E-001,-1.4378663E-001, 8.1565090E+000,-4.3823692E-001,-7.3332098E-001,-4.2189657E+000,-7.4161593E-001,-1.0823138E+000
 5.2201234E+002,-6.6063617E+000, 5.5823067E+000,-5.6778973E+000, 4.2957597E+000, 4.1050365E-001,-1.0104895E-001, 1.2970211E-002,-6.0450398E-002,-1.0931754E-001,-1.2121017E-001, 8.4190392E+000,-6.9641360E-001,-6.3963243E-001,-4.1007209E+000,-7.5727408E-001,-1.0877416E+000
 5.2380594E+002,-6.5942854E+000, 5.6178800E+000,-5.6325393E+000, 4.3038819E+000, 3.4430810E-001,-7.2969344E-002, 7.5777173E-003,-1.0579366E-001,-1.1906918E-001,-1.1646099E-001, 8.4525867E+000,-7.0270318E-001,-4.3853979E-001,-4.0005600E+000,-8.4743514E-001,-1.0738995E+000
 5.2560074E+002,-6.7102615E+000, 5.6173701E+000,-5.6337774E+000, 4.3292399E+000, 3.3533028E-001,-1.7026602E-002, 8.0700367E-003,-9.9647418E-002,-9.5783520E-002,-8.7190908E-002, 8.2084288E+000,-6.6241185E-001,-4.7952916E-001,-3.9764940E+000,-9.3062218E-001,-1.0033536E+000
 5.2740575E+002,-6.6774690E+000, 5.6091640E+000,-5.5468922E+000, 4.3795483E+000, 2.9020254E-001, 4.1511025E-003,-2.0035046E-002,-9.9181430E-002,-9.7663781E-002,-7.3626528E-002, 8.4208521E+000,-8.3768749E-001,-5.3754320E-001,-4.0743548E+000,-9.5010660E-001,-9.6550363E-001
 5.2920909E+002,-6.7602603E+000, 5.5896939E+000,-5.5977703E+000, 4.3891135E+000, 3.2163177E-001,-2.5575914E-002,-3.9235640E-002,-1.0108555E-001,-1.1032100E-001,-5.8728893E-002, 8.3300566E+000,-7.9970774E-001,-6.1737542E-001,-4.1091182E+000,-8.5804544E-001,-9.7130517E-001
 5.3101626E+002,-6.7245025E+000, 5.6029134E+000,-5.5520180E+000, 4.4198694E+000, 3.7166987E-001,-6.6976304E-002,-7.0188058E-002,-8.6480715E-002,-1.2166331E-001,-3.7348443E-002, 8.3880343E+000,-9.4610810E-001,-5.7070978E-001,-4.2211309E+000,-7.3756335E-001,-9.9437108E-001
 5.3281863E+002,-6.7752235E+000, 5.6176995E+000,-5.5937698E+000, 4.4236412E+000, 4.4429682E-001,-1.1529543E-001,-8.5198125E-002,-8.6577894E-002,-1.3880186E-001,-1.3717031E-002, 8.1332008E+000,-8.2324599E-001,-5.2596510E-001,-4.2563340E+000,-6.5480039E-001,-9.6611470E-001
 5.3461503E+002,-6.8609064E+000, 5.6175869E+000,-5.6596554E+000, 4.4312654E+000, 5.1208187E-001,-1.6815192E-001,-9.3957434E-002,-9.1629929E-002,-1.5666457E-001, 1.2059418E-002, 8.2294950E+000,-8.4672490E-001,-4.6632458E-001,-4.3010946E+000,-6.3913112E-001,-8.7988574E-001
 5.3641579E+002,-6.8771732E+000, 5.6506140E+000,-5.6339020E+000, 4.4617259E+000, 4.4147061E-001,-1.4305097E-001,-9.8485878E-002,-8.0288323E-002,-1.6746821E-001, 2.7485165E-002, 8.6688739E+000,-9.3171115E-001,-4.6843766E-001,-4.3525963E+000,-6.9436601E-001,-8.4642807E-001
 5.3820061E+002,-6.9218810E+000, 5.6743547E+000,-5.6419457E+000, 4.4649897E+000, 3.7417074E-001,-8.3316221E-002,-8.4248925E-002,-7.7883204E-002,-1.5548536E-001, 3.0325060E-002, 8.5170561E+000,-9.5158885E-001,-5.0040924E-001,-4.2259851E+000,-7.6704953E-001,-8.2548102E-001
 5.4002147E+002,-6.8891057E+000, 5.7429306E+000,-5.6127104E+000, 4.5242688E+000, 2.6445904E-001,-1.6852757E-002,-7.6204921E-002,-6.5184733E-002,-1.2528132E-001, 1.9018894E-002, 8.1176675E+000,-9.9935094E-001,-5.4216123E-001,-4.1657224E+000,-8.6153871E-001,-7.7717927E-001
 5.4181787E+002,-6.8238625E+000, 5.8089505E+000,-5.5752562E+000, 4.5658909E+000, 1.2988982E-001, 6.4438464E-002,-8.2060855E-002,-3.4243846E-002,-8.0892652E-002, 3.3743669E-003, 8.5183481E+000,-8.0139420E-001,-6.5409424E-001,-4.3155152E+000,-9.4943304E-001,-7.4908940E-001
 5.4360095E+002,-6.7810255E+000, 5.8482086E+000,-5.6022958E+000, 4.5828414E+000, 1.1419278E-002, 1.6050312E-001,-9.2034481E-002,-1.1076605E-003,-3.8386011E-002,-1.0570248E-002, 8.4162141E+000,-6.9143665E-001,-6.5018093E-001,-4.3782198E+000,-9.7012407E-001,-7.4397138E-001
 5.4541584E+002,-6.7629061E+000, 5.8631453E+000,-5.6390489E+000, 4.5517313E+000,-3.5919046E-002, 1.4523624E-001,-1.0128470E-001, 2.4936832E-003,-1.4392575E-002,-2.7000966E-002, 8.1519487E+000,-7.6922911E-001,-6.2265239E-001,-4.3543328E+000,-9.4176394E-001,-7.5176368E-001
 5.4721744E+002,-6.8120173E+000, 5.9246933E+000,-5.7235360E+000, 4.5244382E+000, 5.9307317E-002, 3.8681605E-002,-8.7645274E-002, 1.0282162E-003, 1.3754892E-002,-2.8565089E-002, 8.1881924E+000,-9.8281900E-001,-4.8259132E-001,-4.3413381E+000,-9.0757339E-001,-7.4652234E-001
 5.4900826E+002,-6.8143002E+000, 5.9865274E+000,-5.7820170E+000, 4.5348196E+000, 1.5214835E-001,-6.6666664E-002,-7.1845859E-002,-5.8642185E-004, 3.7683277E-002,-2.0204691E-002, 8.4644002E+000,-1.3830697E+000,-4.4065654E-001,-4.2216973E+000,-9.3989540E-001,-7.2739247E-001
 5.5081002E+002,-6.7932609E+000, 6.0263652E+000,-5.7278349E+000, 4.5932987E+000, 1.9051381E-001,-1.6933783E-001,-6.2474432E-002,-3.6700692E-002, 2.9067417E-002,-1.8791171E-002, 8.4696439E+000,-1.3214863E+000,-5.4112250E-001,-4.1158231E+000,-9.9431909E-001,-7.0757311E-001
 5.5261351E+002,-6.9435839E+000, 5.9832218E+000,-5.7628823E+000, 4.6044863E+000, 2.6398855E-001,-1.8331433E-001,-3.6234930E-002,-4.3705087E-002, 4.1571626E-002, 4.5782357E-003, 8.3420770E+000,-1.6288924E+000,-5.0859545E-001,-3.9962312E+000,-1.0105141E+000,-6.9684679E-001
 5.5441849E+002,-6.9028310E+000, 5.9882027E+000,-5.6424902E+000, 4.6630091E+000, 2.2925430E-001,-1.8342159E-001,-3.9333676E-002,-9.1186220E-002, 3.6277737E-003,-5.9291568E-003, 8.4200960E+000,-1.7630019E+000,-5.0184932E-001,-3.8617327E+000,-1.0206279E+000,-7.3943330E-001
 5.5621826E+002,-7.1047355E+000, 5.9283555E+000,-5.7047676E+000, 4.6664882E+000, 3.1731108E-001,-1.6351701E-001,-2.2135649E-002,-8.6403559E-002, 2.1278849E-002, 1.3545840E-002, 8.6285414E+000,-1.8897547E+000,-4.4164391E-001,-3.8282248E+000,-9.9169731E-001,-7.3314173E-001
 5.5801318E+002,-7.0579795E+000, 5.9588513E+000,-5.6074802E+000, 4.7815135E+000, 2.4186587E-001,-1.2863206E-001,-3.4474478E-002,-1.1415933E-001,-9.9483188E-003,-4.8208535E-003, 8.6818897E+000,-1.7869732E+000,-4.6542938E-001,-3.8870873E+000,-9.8738031E-001,-7.4644710E-001
 5.5980402E+002,-7.2238824E+000, 5.9345263E+000,-5.6568078E+000, 4.8026302E+000, 1.7015046E-001,-2.1731705E-002,-3.8564171E-002,-8.6278476E-002,-4.0189198E-003,-3.5296232E-003, 8.9936263E+000,-1.8807133E+000,-5.3556972E-001,-3.8991247E+000,-1.0092174E+000,-7.6141249E-001
 5.6161838E+002,-7.2783607E+000, 5.9988987E+000,-5.6471747E+000, 4.8301708E+000, 1.2656670E-001, 7.3116763E-002,-6.1147963E-002,-8.5470943E-002,-2.8906779E-002,-2.4119030E-002, 8.5619462E+000,-1.5778594E+000,-4.7649170E-001,-3.7812828E+000,-9.7289652E-001,-8.3716657E-001
 5.6341653E+002,-7.2865013E+000, 6.0522009E+000,-5.6316669E+000, 4.7952526E+000, 5.7018876E-002, 1.4479880E-001,-8.1888849E-002,-3.8697723E-002,-2.3849247E-002,-3.1873419E-002, 8.7098164E+000,-1.7859017E+000,-3.7843510E-001,-3.7663903E+000,-9.4655337E-001,-9.3353169E-001
 5.6520030E+002,-7.2597794E+000, 6.1165202E+000,-5.5536024E+000, 4.7867002E+000,-2.0306398E-002, 1.8842091E-001,-9.1282969E-002,-1.1034546E-002,-4.6500140E-002,-6.3811213E-002, 8.9807432E+000,-1.7677779E+000,-3.1134830E-001,-3.8380310E+000,-9.4426413E-001,-1.0287274E+000
 5.6700704E+002,-7.3608813E+000, 6.0815431E+000,-5.6308499E+000, 4.7204371E+000,-5.5669963E-002, 1.9685906E-001,-6.0618825E-002, 5.0359447E-002,-2.8011546E-002,-7.3920746E-002, 8.9179141E+000,-1.5054039E+000,-3.6173270E-001,-3.8456818E+000,-9.0246810E-001,-1.1021381E+000
 5.6880345E+002,-7.3033848E+000, 6.0961936E+000,-5.6182333E+000, 4.7659463E+000,-4.4492354E-002, 1.1558471E-001,-5.0202392E-002, 8.0988253E-002,-3.4438101E-002,-1.0396867E-001, 8.8703012E+000,-1.5269970E+000,-3.8755221E-001,-3.9190509E+000,-8.7337483E-001,-1.1651786E+000
 5.7061674E+002,-7.3294018E+000, 6.0989320E+000,-5.6300222E+000, 4.8064993E+000, 8.1297134E-002,-1.0155013E-003,-3.2583305E-002, 1.0228607E-001,-2.3760887E-002,-1.2138914E-001, 8.6187063E+000,-1.4557545E+000,-4.3745401E-001,-4.0634528E+000,-8.8179376E-001,-1.2064757E+000
 5.7240876E+002,-7.3398798E+000, 6.1078126E+000,-5.6272661E+000, 4.8300305E+000, 2.3812189E-001,-1.4859284E-001,-2.4100588E-002, 8.0505561E-002,-2.4021615E-002,-1.4132981E-001, 8.7618785E+000,-1.7078783E+000,-4.7411837E-001,-4.0162552E+000,-9.0151956E-001,-1.2216651E+000
 5.7420379E+002,-7.3816056E+000, 6.0786292E+000,-5.7032121E+000, 4.7951145E+000, 3.8451291E-001,-2.2196264E-001,-1.2727280E-002, 6.3815779E-002,-5.6146661E-003,-1.4459320E-001, 9.1271775E+000,-2.1551076E+000,-3.0565396E-001,-3.8698304E+000,-1.0087612E+000,-1.1166962E+000
